URL;Title;H1;Description;Products Quantity;Prod Quantity over 40;Status code;Traffic
https://kasta.ua/market/noutbuki-pk-elektronika/;Купити НОУТБУКИ, ПК, ТЕХНІКУ для ОФІСУ в Києві та Україні | Низькі ціни на ноутбуки, комп'ютери та офісну техніку в Інтернет-магазині 𝗞𝗮𝘀𝘁𝗮;Каталог ноутбуків, пк, техніки для офіса;НОУТБУКИ, ПК та ТЕХНІКА для ОФІСА в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;2640;True;200;44
https://kasta.ua/market/noutbuki/;Купити НОУТБУК в Києві та Україні | Низькі ціни на ноутбуки в Інтернет-магазині 𝗞𝗮𝘀𝘁𝗮;Каталог ноутбуків;НОУТБУКИ в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;24;False;200;270
https://kasta.ua/market/monitiry/;Купити МОНІТОР в Києві та Україні | Низькі ціни на монітори в Інтернет-магазині 𝗞𝗮𝘀𝘁𝗮;Каталоги моніторів;МОНІТОРИ в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;96;True;200;39
https://kasta.ua/market/aksessuaryi-dlya-pk/;Купити АКСЕСУАРИ та КОМП'ЮТЕРНУ ПЕРИФЕРІЮ в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➤Доставка по Києву, Харкову, Україні;Комплектуючі та комп'ютерна периферія;АКСЕСУАРИ до ПК в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;1728;True;200;4
https://kasta.ua/market/graficheskiy-planshet/;Графічні планшети - Купити планшет для малювання в Києві і Україні | Інтернет-магазин 𝗞𝗮𝘀𝘁𝗮;Графічні планшети для малювання;𝗞𝗮𝘀𝘁𝗮 ➤ ТУТ ВИГІДНО: продаж графічних планшетів ✱ в Інтернет-магазині ➤ АКЦІЇ ✪ ЗНИЖКИ ➤ Швидка доставка товару по Україні: Київ, Харків, Дніпро, Львів, Одеса;24;False;200;29
https://kasta.ua/market/noutbuki/72/92608998/;Купити НОУТБУК в Києві та Україні | Низькі ціни на ноутбуки в Інтернет-магазині 𝗞𝗮𝘀𝘁𝗮;Каталог ноутбуків;НОУТБУКИ в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;24;False;200;14
https://kasta.ua/market/noutbuki/72/92609000/;Купити НОУТБУК в Києві та Україні | Низькі ціни на ноутбуки в Інтернет-магазині 𝗞𝗮𝘀𝘁𝗮;Каталог ноутбуків;НОУТБУКИ в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;24;False;200;1
https://kasta.ua/market/noutbuki/72/91584937/;Купити НОУТБУК в Києві та Україні | Низькі ціни на ноутбуки в Інтернет-магазині 𝗞𝗮𝘀𝘁𝗮;Каталог ноутбуків;НОУТБУКИ в Інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤【Розстрочка та оплата частинами】➤ Швидка доставка, легке повернення ➤ Власні центри видачі товарів по Україні: Київ, Харків, Дніпро, Львів, Одеса;24;False;200;10
https://kasta.ua/market/kompyutery/;DEFAULT;NO H1;NO DESCRIPTION;NO PRODUCTS;False;404;3
https://kasta.ua/market/nettopy/;DEFAULT;NO H1;NO DESCRIPTION;NO PRODUCTS;False;404;1
https://kasta.ua/market/monobloki/;Купити МОНОБЛОК в Києві і Україні | Низька ціна на моноблоки в інтернет-магазині Kasta;Каталог моноблоків;Моноблоки в інтернет-магазині ✱ 𝐊𝐚𝐬𝐭𝐚 ➨ ТУТ ВИГІДНО: АКЦІЇ ✪ ЗНИЖКИ ➤ Розстрочення та оплата частинами Швидка доставка, легке повернення Власні центри видачі товару по Україні: Київ, Харків, Дніпро, Львів, Одеса;24;False;200;5
https://kasta.ua/market/klaviatury/;Купити Клавіатури в Києві і Україні | Низька ціна на клавіатури в інтернет-магазині Kasta;Каталог клавіатур;КЛАВІАТУРИ в інтернет-магазині ТУТ ВИГІДНО: АКЦІЇ ЗНИЖКИ Швидка доставка, легке повернення Власні центри видачі товару по Україні: Київ, Харків, Дніпро, Львів, Одеса;96;True;200;50
https://kasta.ua/market/myshki/;Купити МИША в Києві і Україні | Мишки для ПК за низькою ціною в інтернет-магазині Kasta;Каталог мишок для комп'ютера і ноутбука;КОМП'ЮТЕРНА МИША в інтернет-магазині ТУТ ВИГІДНО: АКЦІЇ ЗНИЖКИ Швидка доставка, легке повернення Власні центри видачі товару по Україні: Київ, Харків, Дніпро, Львів, Одеса;96;True;200;142
